block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.10999999940395355,0.0003653913736343384,0.07538847625255585,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.4000000059604645,-0.016140656545758247,0.11817234009504318,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.18000000715255737,-0.0028398525901138783,0.0814465805888176,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.019999999552965164,0.0006790989427827299,0.05355950817465782,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.33000001311302185,-0.0074193645268678665,0.10987530648708344,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.09000000357627869,-0.0005328982952050865,0.060896359384059906,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.25999999046325684,0.0030396110378205776,0.08917680382728577,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.4000000059604645,-0.001953293103724718,0.10468508303165436,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.09000000357627869,0.0017811405705288053,0.06859833747148514,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.17000000178813934,-0.009516594000160694,0.09274069964885712,0
10,30,33,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.3799999952316284,-0.018334627151489258,0.12984341382980347,0
11,33,36,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.5299999713897705,0.0008874714258126915,0.14746399223804474,0
12,36,39,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.5299999713897705,-0.029206281527876854,0.15250149369239807,0
13,39,42,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.019999999552965164,-0.0043578618206083775,0.04359159991145134,0
14,42,45,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.07000000029802322,-0.0028258615639060736,0.051576584577560425,0
15,45,48,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.23000000417232513,0.0029336370062083006,0.09651114791631699,0
16,48,51,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_cap,1.0,0.0,1.0,1.0,0.33000001311302185,0.002037561032921076,0.11315938085317612,0
