group_name,step,critic_loss,pred_mean,pred_std,target_mean,target_std,raw_pred_mean,raw_pred_std,pearson_pred_vs_value_target,spearman_pred_vs_value_target,pearson_pred_vs_return,spearman_pred_vs_return,pearson_pred_vs_advantage,spearman_pred_vs_advantage,mae_pred_vs_value_target
A_value_target,0,1.7287280559539795,1.3734115362167358,1.8396974802017212,-0.5582566857337952,1.0436861515045166,-14.647278785705566,15.977123260498047,0.06003856973890532,0.050669066906690666,0.060038569666502714,0.050669066906690666,-0.8626783510279856,-0.7317371737173717,2.1938812732696533
A_value_target,1,1.2321810722351074,0.8282973766326904,1.453709602355957,-0.5582566857337952,1.0436861515045166,-19.381404876708984,12.624956130981445,0.040387994613606495,0.08608460846084609,0.04038798531669131,0.08608460846084609,-0.8168253989952989,-0.6818361836183616,1.6811180114746094
A_value_target,2,0.8237655162811279,0.3932456076145172,0.8971482515335083,-0.5582566857337952,1.0436861515045166,-23.1596736907959,7.791415214538574,0.1110075388083946,0.14456645664566453,0.11100753699075083,0.14456645664566453,-0.6203446371084957,-0.5255205520552054,1.250290036201477
A_value_target,3,0.5784189105033875,0.16819791495800018,0.5975778698921204,-0.5582566857337952,1.0436861515045166,-25.1141357421875,5.189752578735352,0.38285441440087864,0.2197059705970597,0.38285441237989476,0.2197059705970597,-0.20759105101724443,-0.2756315631563156,0.9764581322669983
A_value_target,4,0.4712161719799042,0.07147292047739029,0.6441102623939514,-0.5582566857337952,1.0436861515045166,-25.954160690307617,5.593870162963867,0.6101390212510179,0.29492949294929494,0.6101390207560723,0.29492949294929494,0.18658834046888087,-0.017857785778577856,0.8461284041404724
A_value_target,5,0.40496864914894104,-0.0014019918162375689,0.6704054474830627,-0.5582566857337952,1.0436861515045166,-26.587053298950195,5.822235107421875,0.6803193428123469,0.3125952595259525,0.6803193418331841,0.3125952595259525,0.30811101477645714,0.12482448244824482,0.7615105509757996
A_value_target,6,0.3461398184299469,-0.07212431728839874,0.6174468398094177,-0.5582566857337952,1.0436861515045166,-27.201250076293945,5.362308502197266,0.7382664737764537,0.3341614161416141,0.7382664609799485,0.3341614161416141,0.3713051712955333,0.23727572757275725,0.6764633059501648
A_value_target,7,0.3055537939071655,-0.12180395424365997,0.6124261617660522,-0.5582566857337952,1.0436861515045166,-27.632699966430664,5.318706035614014,0.779824096967178,0.3384938493849384,0.7798240864079563,0.3384938493849384,0.417350676800626,0.28702070207020697,0.6167184114456177
A_value_target,8,0.27724647521972656,-0.13962002098560333,0.7086191773414612,-0.5582566857337952,1.0436861515045166,-27.787425994873047,6.154108047485352,0.7962888449737108,0.35071107110711064,0.7962888420751417,0.35071107110711064,0.44635145623002875,0.33352535253525356,0.5824717879295349
A_value_target,9,0.2527789771556854,-0.15004225075244904,0.8108664751052856,-0.5582566857337952,1.0436861515045166,-27.87793731689453,7.042088985443115,0.8157136775073622,0.37184518451845183,0.8157136753903432,0.37184518451845183,0.4780080113749787,0.37884188418841885,0.5466185212135315
A_value_target,10,0.2292354702949524,-0.18422584235668182,0.8496440649032593,-0.5582566857337952,1.0436861515045166,-28.17481231689453,7.378859043121338,0.8313282959175732,0.4007800780078007,0.8313282999508055,0.4007800780078007,0.5055985538241459,0.41814581458145816,0.5208554267883301
