block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_value_score_mean,block_value_score_std,block_value_score_max,block_value_score_min,block_value_scale_mean,block_value_scale_std,block_value_scale_max,block_value_scale_min,block_value_pred_mean,block_value_pred_std,block_value_pred_max,block_value_pred_min,block_td_target_mean,block_td_target_std,block_td_target_max,block_td_target_min,block_td_advantage_mean,block_td_advantage_std,block_td_advantage_max,block_td_advantage_min,block_advantage_mean,block_advantage_std,block_advantage_max,block_advantage_min,block_active_rate,block_clip_fraction,block_positive_adv_clip_fraction,block_negative_adv_clip_fraction,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,0.04782109335064888,0.016583401709794998,0.09050367027521133,0.02010193280875683,1.0,0.0,1.0,1.0,0.22228440642356873,0.10693920403718948,0.5526520013809204,-0.09927602112293243,1.0,0.0,1.0,1.0,0.22228440642356873,0.10693920403718948,0.5526520013809204,-0.09927602112293243,0.22468313574790955,0.30028054118156433,1.0678813457489014,-0.5831926465034485,0.0023987246677279472,0.3252061605453491,0.9054849147796631,-1.0606887340545654,0.0023987246677279472,0.3252061605453491,0.9054849147796631,-1.0606887340545654,0.33000001311302185,0.30000001192092896,0.25,0.3541666567325592,0.9888169765472412,0.0871167778968811,1.2717550992965698,0.04342438653111458,0.8281825184822083,-0.011183037422597408,0.0871167778968811,0
1,3,6,3,dispatch_decision_block,0.03366798907518387,0.019945256412029266,0.10503822565078735,0.00552834989503026,1.0,0.0,1.0,1.0,-0.20673418045043945,0.12395786494016647,0.15389536321163177,-0.5476174354553223,1.0,0.0,1.0,1.0,-0.20673418045043945,0.12395786494016647,0.15389536321163177,-0.5476174354553223,-0.19935962557792664,0.45704174041748047,1.3524415493011475,-1.2992610931396484,0.007374544162303209,0.43764206767082214,1.4544700384140015,-1.2261189222335815,0.007374544162303209,0.43764206767082214,1.4544700384140015,-1.2261189222335815,0.5199999809265137,0.550000011920929,0.5833333134651184,0.5192307829856873,1.0042287111282349,0.1873743236064911,1.826600193977356,-0.004620239604264498,0.9897633790969849,0.004228768404573202,0.1873743236064911,0
2,6,9,3,dispatch_decision_block,0.03660427778959274,0.020874684676527977,0.1090344563126564,0.0026836595498025417,1.0,0.0,1.0,1.0,-0.2861585319042206,0.1105942353606224,0.2418283373117447,-0.5156114101409912,1.0,0.0,1.0,1.0,-0.2861585319042206,0.1105942353606224,0.2418283373117447,-0.5156114101409912,-0.27232807874679565,0.459725022315979,1.2364400625228882,-1.4094860553741455,0.013830483891069889,0.43748873472213745,1.5150152444839478,-1.1310254335403442,0.013830483891069889,0.43748873472213745,1.5150152444839478,-1.1310254335403442,0.5099999904632568,0.4699999988079071,0.47058823704719543,0.4693877696990967,0.9934440851211548,0.15684878826141357,1.4428454637527466,-0.08086302131414413,0.8385013341903687,-0.0065559279173612595,0.15684878826141357,0
3,9,12,3,dispatch_decision_block,0.04721590876579285,0.015607880428433418,0.10466671735048294,0.017192179337143898,1.0,0.0,1.0,1.0,-0.05750657990574837,0.11559905856847763,0.2882438004016876,-0.3245738446712494,1.0,0.0,1.0,1.0,-0.05750657990574837,0.11559905856847763,0.2882438004016876,-0.3245738446712494,-0.060093335807323456,0.25752124190330505,0.6664254069328308,-0.7219573855400085,-0.0025867533404380083,0.2662752568721771,0.7014200687408447,-0.5961803197860718,-0.0025867533404380083,0.2662752568721771,0.7014200687408447,-0.5961803197860718,0.3199999928474426,0.6800000071525574,0.6458333134651184,0.7115384340286255,0.9687008857727051,0.17696881294250488,1.555618166923523,0.12834995985031128,1.032492995262146,-0.0312991589307785,0.17696881294250488,0
4,12,15,3,dispatch_decision_block,0.04501453787088394,0.017107686027884483,0.09733086824417114,0.017252624034881592,1.0,0.0,1.0,1.0,0.15323568880558014,0.10334574431180954,0.3565099835395813,-0.10900340974330902,1.0,0.0,1.0,1.0,0.15323568880558014,0.10334574431180954,0.3565099835395813,-0.10900340974330902,0.14420200884342194,0.28286585211753845,1.0742886066436768,-0.7184716463088989,-0.00903370138257742,0.26318588852882385,0.7981601357460022,-0.6688880324363708,-0.00903370138257742,0.26318588852882385,0.7981601357460022,-0.6688880324363708,0.2199999988079071,0.36000001430511475,0.3541666567325592,0.36538460850715637,0.9972820281982422,0.1194809228181839,1.3781423568725586,0.032382238656282425,1.0606257915496826,-0.0027179885655641556,0.1194809228181839,0
5,15,18,3,dispatch_decision_block,0.03271276131272316,0.022620374336838722,0.10764503479003906,5.662378299575721e-08,1.0,0.0,1.0,1.0,0.08778177201747894,0.10993330925703049,0.3390108048915863,-0.20126476883888245,1.0,0.0,1.0,1.0,0.08778177201747894,0.10993330925703049,0.3390108048915863,-0.20126476883888245,0.08438879251480103,0.49470728635787964,1.3042244911193848,-0.9568578004837036,-0.0033929897472262383,0.4908258616924286,1.5054892301559448,-0.9906116724014282,-0.0033929897472262383,0.4908258616924286,1.5054892301559448,-0.9906116724014282,0.5099999904632568,0.5600000023841858,0.5714285969734192,0.5490196347236633,1.0136507749557495,0.15955999493598938,1.4781756401062012,-0.01226016040891409,1.0865002870559692,0.01365070790052414,0.15955999493598938,0
6,18,21,3,dispatch_decision_block,0.031388502568006516,0.020413139835000038,0.09705528616905212,5.662378299575721e-08,1.0,0.0,1.0,1.0,-0.029857680201530457,0.14174486696720123,0.4489591121673584,-0.3346313536167145,1.0,0.0,1.0,1.0,-0.029857680201530457,0.14174486696720123,0.4489591121673584,-0.3346313536167145,-0.03201096132397652,0.44140467047691345,1.2179673910140991,-1.0538743734359741,-0.002153294160962105,0.4156198799610138,0.9648799300193787,-1.077540636062622,-0.002153294160962105,0.4156198799610138,0.9648799300193787,-1.077540636062622,0.5099999904632568,0.3499999940395355,0.3333333432674408,0.36734694242477417,0.990549623966217,0.13772568106651306,1.6488410234451294,0.10653417557477951,0.8365015983581543,-0.00945034995675087,0.13772568106651306,0
7,21,24,3,dispatch_decision_block,0.04995422810316086,0.0124885318800807,0.08992407470941544,0.023244164884090424,1.0,0.0,1.0,1.0,0.10900858789682388,0.11202286183834076,0.39160478115081787,-0.2046307772397995,1.0,0.0,1.0,1.0,0.10900858789682388,0.11202286183834076,0.39160478115081787,-0.2046307772397995,0.1027541384100914,0.21281111240386963,0.8901685476303101,-0.489321768283844,-0.006254449486732483,0.20657740533351898,0.6847519278526306,-0.5517761707305908,-0.006254449486732483,0.20657740533351898,0.6847519278526306,-0.5517761707305908,0.18000000715255737,0.23000000417232513,0.2830188572406769,0.1702127605676651,0.9793461561203003,0.08743791282176971,1.1082688570022583,0.07578785717487335,1.1602367162704468,-0.020653903484344482,0.08743791282176971,0
8,24,27,3,dispatch_decision_block,0.04848972335457802,0.017696890980005264,0.09502094238996506,0.02045363560318947,1.0,0.0,1.0,1.0,0.2847619354724884,0.16813524067401886,0.7391003370285034,-0.09994766116142273,1.0,0.0,1.0,1.0,0.2847619354724884,0.16813524067401886,0.7391003370285034,-0.09994766116142273,0.27483126521110535,0.38798952102661133,1.3831238746643066,-0.8894983530044556,-0.009930637665092945,0.3481229245662689,0.8867273926734924,-0.8915809392929077,-0.009930637665092945,0.3481229245662689,0.8867273926734924,-0.8915809392929077,0.4099999964237213,0.23000000417232513,0.28260868787765503,0.18518517911434174,0.992584228515625,0.07960101962089539,1.170632004737854,0.09960475564002991,1.02031672000885,-0.007415713742375374,0.07960101962089539,0
9,27,30,3,dispatch_decision_block,0.03366353362798691,0.021263601258397102,0.10661318898200989,0.000364392384653911,1.0,0.0,1.0,1.0,0.022578086704015732,0.10913290083408356,0.31903183460235596,-0.29446941614151,1.0,0.0,1.0,1.0,0.022578086704015732,0.10913290083408356,0.31903183460235596,-0.29446941614151,0.02023637294769287,0.48034778237342834,1.411596417427063,-1.4213731288909912,-0.0023417139891535044,0.47402456402778625,1.6674728393554688,-1.404394507408142,-0.0023417139891535044,0.47402456402778625,1.6674728393554688,-1.404394507408142,0.5199999809265137,0.1599999964237213,0.17391304671764374,0.14814814925193787,0.9978150725364685,0.09168428182601929,1.2360601425170898,0.031041448935866356,0.8346713781356812,-0.002184957265853882,0.09168428182601929,0
10,30,33,3,dispatch_decision_block,0.0339919812977314,0.021747425198554993,0.10151617974042892,0.0013474548468366265,1.0,0.0,1.0,1.0,0.32115980982780457,0.15618035197257996,0.5944250226020813,-0.30546990036964417,1.0,0.0,1.0,1.0,0.32115980982780457,0.15618035197257996,0.5944250226020813,-0.30546990036964417,0.3172577917575836,0.5064060091972351,1.9950772523880005,-1.1820615530014038,-0.0039020252879709005,0.4781228303909302,1.6209683418273926,-1.5143404006958008,-0.0039020252879709005,0.4781228303909302,1.6209683418273926,-1.5143404006958008,0.5199999809265137,0.4699999988079071,0.46666666865348816,0.4727272689342499,0.9927288889884949,0.11459673941135406,1.4149333238601685,-0.04418417066335678,1.0302414894104004,-0.007271064445376396,0.11459673941135406,0
