probe_index,sensor_id,task_name,old_top1_choice,new_top1_choice,top1_changed,old_sampled_choice,new_sampled_choice,sampled_changed,old_top1_prob,new_top1_prob,top1_prob_delta,decision_kl,decision_l1,old_local_prob,new_local_prob,old_BS1_prob,new_BS1_prob,old_BS2_prob,new_BS2_prob
0,S1,LatCrit,local,local,0,local,local,0,0.5638836026191711,0.5384470224380493,-0.025436580181121826,0.0020251332316547632,0.052603885531425476,0.5638836026191711,0.5384470224380493,0.2242102026939392,0.25051215291023254,0.21190620958805084,0.21104085445404053
0,S1,ComHvy,local,local,0,local,local,0,0.6317567825317383,0.5804905891418457,-0.05126619338989258,0.006986565887928009,0.10253234207630157,0.6317567825317383,0.5804905891418457,0.1290939897298813,0.12927016615867615,0.23914921283721924,0.2902391850948334
0,S1,BWHvy,local,local,0,BS1,BS1,0,0.4407484531402588,0.4197486639022827,-0.020999789237976074,0.00364617258310318,0.07612547278404236,0.4407484531402588,0.4197486639022827,0.3101547956466675,0.29309186339378357,0.24909672141075134,0.2871594727039337
0,S2,LatCrit,local,local,0,local,local,0,0.6319976449012756,0.6418811082839966,0.009883463382720947,0.022178322076797485,0.12270005792379379,0.6319976449012756,0.6418811082839966,0.21288561820983887,0.2643521726131439,0.1551167219877243,0.09376668184995651
0,S2,ComHvy,local,local,0,local,local,0,0.5614563822746277,0.6487685441970825,0.08731216192245483,0.017025936394929886,0.17462429404258728,0.5614563822746277,0.6487685441970825,0.23115494847297668,0.19580478966236115,0.20738865435123444,0.15542668104171753
0,S2,BWHvy,local,BS1,1,BS1,BS1,0,0.4234601855278015,0.37730294466018677,-0.046157240867614746,0.00859067216515541,0.12033349275588989,0.4234601855278015,0.37238430976867676,0.3171361982822418,0.37730294466018677,0.25940364599227905,0.25031277537345886
0,S3,LatCrit,local,local,0,local,local,0,0.5021891593933105,0.564971387386322,0.06278222799301147,0.00818842276930809,0.12556451559066772,0.5021891593933105,0.564971387386322,0.2465345859527588,0.22214393317699432,0.25127631425857544,0.21288467943668365
0,S3,ComHvy,local,local,0,local,BS2,1,0.3980277180671692,0.3710828423500061,-0.026944875717163086,0.005813322961330414,0.1027306318283081,0.3980277180671692,0.3710828423500061,0.28302785754203796,0.258607417345047,0.31894442439079285,0.3703097403049469
0,S3,BWHvy,local,local,0,BS1,BS1,0,0.40208303928375244,0.39750492572784424,-0.004578113555908203,0.000562555156648159,0.029596447944641113,0.40208303928375244,0.39750492572784424,0.29379698634147644,0.308595210313797,0.3041199743747711,0.29389986395835876
0,S4,LatCrit,local,local,0,local,local,0,0.5073195695877075,0.6007654666900635,0.09344589710235596,0.01902921125292778,0.1868918091058731,0.5073195695877075,0.6007654666900635,0.36040300130844116,0.30399349331855774,0.1322774738073349,0.09524106979370117
0,S4,ComHvy,local,local,0,local,local,0,0.4936777353286743,0.4550219774246216,-0.038655757904052734,0.017023395746946335,0.16580283641815186,0.4936777353286743,0.4550219774246216,0.318344384431839,0.4012458026409149,0.1879778802394867,0.1437322199344635
0,S4,BWHvy,local,local,0,local,local,0,0.6036105751991272,0.6333528161048889,0.02974224090576172,0.008786149322986603,0.1022990345954895,0.6036105751991272,0.6333528161048889,0.1701112985610962,0.19151857495307922,0.2262781262397766,0.17512860894203186
0,S5,LatCrit,local,local,0,BS1,local,1,0.4993137717247009,0.6121147871017456,0.11280101537704468,0.02695653960108757,0.22560203075408936,0.4993137717247009,0.6121147871017456,0.3201221227645874,0.25871729850769043,0.18056409060955048,0.12916789948940277
0,S5,ComHvy,local,local,0,BS2,BS2,0,0.40118634700775146,0.3925209045410156,-0.00866544246673584,0.0005922690033912659,0.03301946818828583,0.40118634700775146,0.3925209045410156,0.23462213575839996,0.22677788138389587,0.364191472530365,0.3807012438774109
