block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_active_rate,epoch
0,0,3,3,dispatch_decision_block,0.04732997715473175,0.016488678753376007,0.08847889304161072,0.01919720135629177,0.6100000143051147,0
1,3,6,3,dispatch_decision_block,0.03311746194958687,0.01981029473245144,0.10301857441663742,0.005217146128416061,0.25999999046325684,0
2,6,9,3,dispatch_decision_block,0.03604390099644661,0.020740604028105736,0.10582234710454941,0.0024820088874548674,0.33000001311302185,0
3,9,12,3,dispatch_decision_block,0.047101039439439774,0.015442363917827606,0.1052103340625763,0.01709936000406742,0.6299999952316284,0
4,12,15,3,dispatch_decision_block,0.04497215151786804,0.016966186463832855,0.09363672137260437,0.016877492889761925,0.4399999976158142,0
5,15,18,3,dispatch_decision_block,0.03271540626883507,0.02262520045042038,0.10732696950435638,5.662378299575721e-08,0.2800000011920929,0
6,18,21,3,dispatch_decision_block,0.03146720305085182,0.02027403749525547,0.09691941738128662,5.662378299575721e-08,0.3199999928474426,0
7,21,24,3,dispatch_decision_block,0.04999563843011856,0.013195488601922989,0.0973614975810051,0.020090293139219284,0.7400000095367432,0
8,24,27,3,dispatch_decision_block,0.048451829701662064,0.017625175416469574,0.09106103330850601,0.02085929550230503,0.6200000047683716,0
9,27,30,3,dispatch_decision_block,0.03398110717535019,0.021105889230966568,0.10393313318490982,0.0005297941388562322,0.30000001192092896,0
10,30,33,3,dispatch_decision_block,0.03424397483468056,0.021554009988904,0.1001361757516861,0.0015431217616423965,0.28999999165534973,0
11,33,36,3,dispatch_decision_block,0.044829100370407104,0.010954500176012516,0.08201158791780472,0.026280956342816353,0.6000000238418579,0
12,36,39,3,dispatch_decision_block,0.050058551132678986,0.019607791677117348,0.11541114747524261,0.020679451525211334,0.6100000143051147,0
13,39,42,3,dispatch_decision_block,0.03256065025925636,0.017139125615358353,0.07394459843635559,0.0009788002353161573,0.3199999928474426,0
14,42,45,3,dispatch_decision_block,0.03666270896792412,0.019041523337364197,0.08927632868289948,0.0032202608417719603,0.36000001430511475,0
15,45,48,3,dispatch_decision_block,0.05267278105020523,0.015441610477864742,0.0962449386715889,0.014354276470839977,0.6899999976158142,0
16,48,51,3,dispatch_decision_block,0.04657761752605438,0.02024327591061592,0.09911736845970154,0.01921645924448967,0.5099999904632568,0
17,51,54,3,dispatch_decision_block,0.036085352301597595,0.02154069021344185,0.09891805052757263,0.004139136988669634,0.3499999940395355,0
18,54,57,3,dispatch_decision_block,0.033022359013557434,0.021852442994713783,0.09768053889274597,5.963025984101478e-08,0.3400000035762787,0
19,57,60,3,dispatch_decision_block,0.04641023650765419,0.014720771461725235,0.08980223536491394,0.02007429301738739,0.6299999952316284,0
20,60,63,3,dispatch_decision_block,0.05138400197029114,0.02137240581214428,0.09838924556970596,0.01555293332785368,0.5600000023841858,0
21,63,66,3,dispatch_decision_block,0.03880525380373001,0.02347651496529579,0.10909555852413177,0.002436406444758177,0.36000001430511475,0
22,66,69,3,dispatch_decision_block,0.039134420454502106,0.02321935072541237,0.09651809185743332,0.001673698192462325,0.38999998569488525,0
23,69,72,3,dispatch_decision_block,0.052377257496118546,0.01482481975108385,0.09452415257692337,0.02134741097688675,0.75,0
0,0,3,3,dispatch_decision_block,0.04568907618522644,0.019362740218639374,0.09545629471540451,0.016093851998448372,0.550000011920929,1
1,3,6,3,dispatch_decision_block,0.030854370445013046,0.019669001922011375,0.0903063416481018,7.095714948945897e-08,0.2800000011920929,1
2,6,9,3,dispatch_decision_block,0.03443073853850365,0.020535903051495552,0.09514320641756058,7.095714948945897e-08,0.36000001430511475,1
3,9,12,3,dispatch_decision_block,0.0470472015440464,0.01582118310034275,0.10099463164806366,0.019181333482265472,0.6100000143051147,1
4,12,15,3,dispatch_decision_block,0.05046413838863373,0.01839984767138958,0.11409216374158859,0.01985033042728901,0.7200000286102295,1
5,15,18,3,dispatch_decision_block,0.03938060253858566,0.022517642006278038,0.10587538778781891,7.095714948945897e-08,0.4300000071525574,1
6,18,21,3,dispatch_decision_block,0.03617559373378754,0.023869309574365616,0.09810648113489151,7.095714948945897e-08,0.3400000035762787,1
7,21,24,3,dispatch_decision_block,0.04764256998896599,0.014851303771138191,0.09008129686117172,0.017089825123548508,0.6200000047683716,1
8,24,27,3,dispatch_decision_block,0.05512019619345665,0.02183191478252411,0.12321112304925919,0.01773935928940773,0.6800000071525574,1
9,27,30,3,dispatch_decision_block,0.038021620362997055,0.02512316405773163,0.1241513341665268,0.0001963375398190692,0.4399999976158142,1
10,30,33,3,dispatch_decision_block,0.03749125823378563,0.024753807112574577,0.11825182288885117,0.0003394139639567584,0.4099999964237213,1
11,33,36,3,dispatch_decision_block,0.050203874707221985,0.016431773081421852,0.09146197885274887,0.021119697019457817,0.6800000071525574,1
12,36,39,3,dispatch_decision_block,0.043136101216077805,0.01586863398551941,0.09207066148519516,0.01659313030540943,0.4300000071525574,1
13,39,42,3,dispatch_decision_block,0.029904566705226898,0.01586087979376316,0.09043116867542267,0.000853555800858885,0.17000000178813934,1
14,42,45,3,dispatch_decision_block,0.03429809957742691,0.017652150243520737,0.09953679889440536,0.004389667417854071,0.30000001192092896,1
15,45,48,3,dispatch_decision_block,0.044481050223112106,0.014928385615348816,0.0852268859744072,0.016916630789637566,0.47999998927116394,1
16,48,51,3,dispatch_decision_block,0.05005218833684921,0.021062083542346954,0.12943649291992188,0.018055792897939682,0.5699999928474426,1
